sku_id,warehouse_id,snapshot_date,lot_number,supplier_notes,qty_on_hand,qty_reserved,unit_cost,lead_time_days,reorder_point,turnover_rate
SKU-00288,WH-014,2026-04-24 19:39:49.260386,LOT-7914,ok,3593.0,293,349.32,68,310,6.457589670664701
SKU-00026,WH-020,2026-04-22 19:39:49.260388,LOT-3575,ok,2151.0,425,715.12,18,176,3.6753859177742108
SKU-00227,WH-003,2026-04-22 19:39:49.260389,,ok,2083.0,61,177.54,72,327,4.61865230571149
SKU-00085,WH-010,2026-04-23 19:39:49.260391,LOT-3640,,3287.0,61,714.36,43,435,3.5592289530433785
SKU-00334,WH-019,2026-04-22 19:39:49.260392,,,4487.0,497,399.59,73,318,3.5396357629736115
SKU-00238,WH-002,2026-04-22 19:39:49.260394,,ok,338.0,272,59.79,54,485,5.493960035160996
SKU-00047,WH-007,2026-04-22 19:39:49.260395,,ok,4708.0,90,540.49,5,168,3.0129718188043895
SKU-00204,WH-019,2026-04-24 19:39:49.260397,,ok,3416.0,488,538.65,33,290,4.2797802257163085
SKU-00466,WH-003,2026-04-23 19:39:49.260398,LOT-5888,,109.0,351,772.81,7,157,3.4451515030094417
SKU-00024,WH-020,2026-04-23 19:39:49.260400,LOT-1876,ok,2610.0,217,259.23,20,128,6.148008618935035
SKU-00203,WH-015,2026-04-22 19:39:49.260401,,,4591.0,102,83.44,8,102,3.668299523512909
SKU-00069,WH-005,2026-04-24 19:39:49.260402,LOT-2204,ok,,389,357.85,7,123,2.973877873777865
SKU-00452,WH-005,2026-04-22 19:39:49.260404,,,2790.0,386,228.84,35,193,4.305589916434309
SKU-00233,WH-007,2026-04-23 19:39:49.260406,LOT-7417,ok,52.0,352,439.97,25,433,4.3099595907359385
SKU-00314,WH-011,2026-04-22 19:39:49.260407,LOT-1855,,2223.0,378,456.96,57,138,5.81339087916626
SKU-00484,WH-020,2026-04-24 19:39:49.260409,LOT-4485,,1457.0,170,277.49,47,177,3.8414871256908225
SKU-00026,WH-016,2026-04-22 19:39:49.260410,LOT-2328,ok,4125.0,412,762.82,80,379,5.006787022659213
SKU-00244,WH-001,2026-04-23 19:39:49.260412,LOT-9693,,2835.0,415,143.08,15,272,3.297981046019993
SKU-00034,WH-012,2026-04-22 19:39:49.260413,LOT-2204,,1332.0,46,177.57,24,344,5.803418696526558
SKU-00387,WH-007,2026-04-23 19:39:49.260414,LOT-5620,ok,2319.0,221,311.2,78,402,5.558336881949176
SKU-00294,WH-011,2026-04-22 19:39:49.260416,,,3398.0,420,433.76,83,257,5.164976096461504
SKU-00222,WH-009,2026-04-22 19:39:49.260417,LOT-7574,,,192,431.1,63,74,5.499809471113849
SKU-00146,WH-012,2026-04-24 19:39:49.260419,,ok,2457.0,170,566.08,88,259,4.80951917627252
SKU-00096,WH-016,2026-04-23 19:39:49.260421,,ok,268.0,331,73.97,10,244,4.636646156388724
SKU-00457,WH-005,2026-04-23 19:39:49.260422,,,900.0,48,755.41,86,473,3.121189553176781
SKU-00011,WH-008,2026-04-24 19:39:49.260424,LOT-9180,,2018.0,106,48.81,19,351,3.6936371470278813
SKU-00065,WH-001,2026-04-22 19:39:49.260425,,,2970.0,97,511.53,83,328,5.511908693348817
SKU-00188,WH-007,2026-04-24 19:39:49.260427,LOT-1323,ok,2081.0,453,422.76,5,308,5.466583990632182
SKU-00196,WH-020,2026-04-24 19:39:49.260428,LOT-2362,,4646.0,119,202.18,82,221,5.565602128065737
SKU-00460,WH-015,2026-04-24 19:39:49.260429,LOT-6721,,1899.0,33,305.21,77,232,3.98346586392085
SKU-00156,WH-014,2026-04-23 19:39:49.260431,,ok,3148.0,261,395.17,37,154,6.512947928798575
SKU-00163,WH-017,2026-04-22 19:39:49.260432,LOT-3281,ok,4696.0,448,48.12,21,208,4.294120478458918
SKU-00118,WH-012,2026-04-24 19:39:49.260434,,ok,3274.0,32,291.97,9,376,5.050699885572628
SKU-00185,WH-002,2026-04-23 19:39:49.260435,,,1028.0,270,336.09,87,85,7.832770746393234
SKU-00135,WH-014,2026-04-23 19:39:49.260437,LOT-2221,,55.0,489,396.22,83,294,3.8834748872616296
SKU-00347,WH-003,2026-04-23 19:39:49.260438,,,3577.0,334,388.67,87,322,5.362316589791168
SKU-00400,WH-004,2026-04-24 19:39:49.260440,LOT-1956,,1039.0,290,779.45,74,115,2.6854491973053682
SKU-00369,WH-014,2026-04-22 19:39:49.260441,,,908.0,478,706.65,22,76,4.055114797985114
SKU-00402,WH-019,2026-04-23 19:39:49.260443,LOT-7793,,4177.0,31,562.64,69,243,5.214214686361751
SKU-00305,WH-007,2026-04-24 19:39:49.260444,,ok,223.0,480,781.45,83,284,3.7578563838738277
SKU-00344,WH-007,2026-04-22 19:39:49.260445,,ok,1578.0,90,266.29,70,134,4.546054252261923
SKU-00170,WH-014,2026-04-23 19:39:49.260447,,ok,3106.0,426,245.98,32,110,4.771461493605297
SKU-00499,WH-007,2026-04-23 19:39:49.260448,,ok,4574.0,376,374.18,50,184,4.69263874017298
SKU-00473,WH-004,2026-04-24 19:39:49.260450,,,4216.0,381,546.52,30,67,1.8535826671619562
SKU-00029,WH-005,2026-04-23 19:39:49.260451,,,3290.0,200,566.43,60,328,7.190982275926811
SKU-00177,WH-017,2026-04-24 19:39:49.260453,LOT-5683,,1650.0,284,523.7,81,269,3.169374601472737
SKU-00347,WH-013,2026-04-22 19:39:49.260454,LOT-8671,,1148.0,267,158.02,5,314,3.534150253184297
SKU-00147,WH-007,2026-04-23 19:39:49.260456,LOT-4668,,2715.0,112,178.26,53,187,2.552030492842586
SKU-00257,WH-020,2026-04-24 19:39:49.260457,,,3035.0,486,253.87,29,319,3.26505445909026
SKU-00422,WH-007,2026-04-22 19:39:49.260458,LOT-1881,,3151.0,220,350.45,61,269,4.414753554226157
SKU-00443,WH-014,2026-04-22 19:39:49.260460,LOT-9404,ok,4918.0,370,294.25,40,481,5.680799530963309
SKU-00468,WH-004,2026-04-22 19:39:49.260462,LOT-3125,,3343.0,289,535.19,37,123,3.7269759219322633
SKU-00325,WH-019,2026-04-23 19:39:49.260463,LOT-8982,,826.0,33,535.85,22,251,4.620353692524949
SKU-00479,WH-005,2026-04-24 19:39:49.260464,LOT-3984,,3017.0,121,258.35,47,484,4.8413579251980075
SKU-00325,WH-009,2026-04-24 19:39:49.260466,,,4083.0,491,597.44,45,474,3.1013957914181436
SKU-00267,WH-012,2026-04-23 19:39:49.260467,LOT-7247,ok,4484.0,301,297.26,69,56,2.220910628630475
SKU-00101,WH-011,2026-04-24 19:39:49.260469,LOT-2774,,1879.0,175,32.5,26,203,3.2928785606922615
SKU-00435,WH-012,2026-04-22 19:39:49.260470,,ok,914.0,281,524.35,16,111,6.043626415656533
SKU-00129,WH-016,2026-04-24 19:39:49.260472,LOT-4335,,1911.0,266,631.92,18,359,3.4750781588673827
SKU-00092,WH-017,2026-04-22 19:39:49.260473,LOT-2558,,3707.0,358,544.01,88,370,3.550384069355944
SKU-00383,WH-007,2026-04-23 19:39:49.260474,LOT-7523,,975.0,465,154.62,51,303,4.836296379361002
SKU-00445,WH-013,2026-04-22 19:39:49.260476,LOT-4003,,4734.0,315,347.31,72,468,5.184488994063264
SKU-00488,WH-012,2026-04-22 19:39:49.260477,LOT-9053,ok,4117.0,75,640.98,49,64,3.0442303055439623
SKU-00380,WH-009,2026-04-23 19:39:49.260479,LOT-8876,,1747.0,432,63.35,24,70,5.299295048103122
SKU-00481,WH-011,2026-04-22 19:39:49.260490,,,2215.0,67,755.45,42,469,5.001410982988698
SKU-00200,WH-017,2026-04-23 19:39:49.260492,LOT-1285,,3891.0,209,36.82,63,60,3.715527079682344
SKU-00054,WH-014,2026-04-24 19:39:49.260494,LOT-8057,,3077.0,114,153.69,72,482,2.160780589537256
SKU-00123,WH-001,2026-04-22 19:39:49.260495,,,3069.0,288,492.46,2,301,5.360496178737812
SKU-00080,WH-002,2026-04-24 19:39:49.260496,LOT-8274,ok,891.0,471,381.38,65,333,4.825554321642686
SKU-00380,WH-015,2026-04-24 19:39:49.260498,LOT-4971,,1380.0,302,482.36,67,248,4.621571038302383
SKU-00212,WH-011,2026-04-23 19:39:49.260499,LOT-1392,,938.0,5,365.19,70,334,2.737137975014827
SKU-00216,WH-011,2026-04-23 19:39:49.260501,,,2023.0,173,667.51,71,142,7.124755334194678
SKU-00461,WH-017,2026-04-23 19:39:49.260503,,,3009.0,118,772.28,43,96,3.1820858449409304
SKU-00490,WH-005,2026-04-24 19:39:49.260504,LOT-3678,,4382.0,330,617.74,13,109,3.7392166568279768
SKU-00073,WH-006,2026-04-23 19:39:49.260505,LOT-8685,,4879.0,191,477.98,66,125,5.563933379297924
SKU-00428,WH-013,2026-04-23 19:39:49.260507,LOT-4894,,2404.0,165,306.7,28,433,4.5143311796931265
SKU-00320,WH-016,2026-04-24 19:39:49.260508,LOT-5936,,2092.0,471,507.85,9,249,4.637176469076828
SKU-00396,WH-020,2026-04-23 19:39:49.260510,,ok,1465.0,388,636.12,58,105,2.959564265780555
SKU-00475,WH-019,2026-04-23 19:39:49.260511,LOT-2271,,4271.0,271,631.12,5,162,2.8675644953160884
SKU-00167,WH-007,2026-04-24 19:39:49.260513,LOT-3622,,4982.0,453,11.5,63,362,4.8695123985093
SKU-00404,WH-004,2026-04-22 19:39:49.260514,LOT-9121,,2013.0,352,561.2,32,214,3.9211479397680424
SKU-00356,WH-013,2026-04-23 19:39:49.260516,LOT-5412,,1509.0,126,166.07,7,422,6.695221361173278
SKU-00330,WH-004,2026-04-22 19:39:49.260517,LOT-3390,,4981.0,178,428.83,80,59,3.0115255688727185
SKU-00378,WH-009,2026-04-24 19:39:49.260519,,,210.0,292,597.64,38,60,3.937655782314189
SKU-00385,WH-007,2026-04-24 19:39:49.260520,LOT-7037,,2320.0,177,766.44,7,398,4.654871940563024
SKU-00205,WH-008,2026-04-22 19:39:49.260521,LOT-9947,ok,996.0,430,33.64,43,385,3.895426676291039
SKU-00464,WH-018,2026-04-22 19:39:49.260523,LOT-7441,,2965.0,200,265.52,27,90,3.478496913417078
SKU-00048,WH-007,2026-04-22 19:39:49.260524,LOT-1880,ok,4832.0,292,53.93,61,357,4.523295008872878
SKU-00094,WH-018,2026-04-22 19:39:49.260526,LOT-8900,,373.0,30,617.91,70,143,6.864272050192342
SKU-00368,WH-005,2026-04-24 19:39:49.260527,LOT-2403,,1554.0,210,141.88,32,294,3.6605015893980637
SKU-00231,WH-006,2026-04-22 19:39:49.260529,LOT-6948,,,151,103.82,39,382,2.500389482959992
SKU-00148,WH-005,2026-04-24 19:39:49.260530,LOT-8984,,4304.0,346,81.72,33,85,5.1030902744530975
SKU-00255,WH-015,2026-04-23 19:39:49.260532,,,629.0,440,569.64,14,497,4.006475158427091
SKU-00067,WH-016,2026-04-22 19:39:49.260533,LOT-8592,,4359.0,201,76.66,20,458,3.20859759923791
SKU-00002,WH-001,2026-04-23 19:39:49.260535,LOT-7414,ok,1719.0,14,361.37,52,188,5.192903596891716
SKU-00022,WH-007,2026-04-22 19:39:49.260536,LOT-1477,,108.0,239,132.36,81,458,5.014535896441598
SKU-00447,WH-019,2026-04-22 19:39:49.260538,LOT-6420,,2479.0,215,506.85,71,291,3.631360472467387
SKU-00164,WH-011,2026-04-22 19:39:49.260539,LOT-8452,,3671.0,496,119.68,9,203,2.453671507290518
SKU-00453,WH-004,2026-04-22 19:39:49.260541,LOT-8511,,1126.0,80,190.26,66,442,5.556289017907226
SKU-00255,WH-005,2026-04-23 19:39:49.260542,LOT-4761,,2717.0,189,686.39,44,201,3.6347200486026745
SKU-00153,WH-010,2026-04-23 19:39:49.260544,,ok,,23,18.3,26,242,4.774274893478442
SKU-00020,WH-005,2026-04-24 19:39:49.260545,LOT-9424,,3123.0,453,32.6,13,296,4.297749671495074
SKU-00054,WH-009,2026-04-23 19:39:49.260547,LOT-8015,,982.0,388,588.52,26,146,5.068856599773872
SKU-00282,WH-012,2026-04-22 19:39:49.260548,LOT-1570,,2185.0,371,173.39,3,443,4.745272350043983
SKU-00308,WH-010,2026-04-24 19:39:49.260550,LOT-1979,,4540.0,305,189.4,41,439,6.042082398234831
SKU-00448,WH-012,2026-04-23 19:39:49.260551,,ok,627.0,210,11.17,62,469,5.259921818013197
SKU-00098,WH-002,2026-04-22 19:39:49.260553,,,1309.0,390,411.09,35,440,2.1100509046426406
SKU-00299,WH-011,2026-04-23 19:39:49.260554,,,692.0,451,319.9,15,162,4.047774711056745
SKU-00043,WH-002,2026-04-23 19:39:49.260556,LOT-5826,ok,2071.0,85,667.52,35,312,4.650487259824313
SKU-00263,WH-014,2026-04-22 19:39:49.260557,LOT-6793,ok,130.0,75,87.46,52,300,3.99859478041288
SKU-00089,WH-011,2026-04-22 19:39:49.260559,LOT-6130,,,319,798.6,55,411,5.905104532995731
SKU-00117,WH-013,2026-04-22 19:39:49.260560,LOT-6496,,1307.0,476,49.05,56,213,5.035749288922417
SKU-00208,WH-007,2026-04-24 19:39:49.260562,LOT-7127,,3735.0,323,180.25,17,289,2.2097056704258886
SKU-00220,WH-005,2026-04-24 19:39:49.260563,LOT-2708,,3276.0,353,116.24,87,148,4.04808202988359
SKU-00059,WH-014,2026-04-22 19:39:49.260565,,,2894.0,164,622.44,58,285,4.52188066858724
SKU-00301,WH-002,2026-04-22 19:39:49.260566,LOT-7434,,1406.0,273,230.55,39,51,3.535012265736275
SKU-00201,WH-010,2026-04-24 19:39:49.260568,LOT-9533,,4626.0,72,23.5,74,56,5.311088725793736
SKU-00433,WH-006,2026-04-23 19:39:49.260569,LOT-9529,,1898.0,223,426.8,7,182,5.1599333141862544
SKU-00305,WH-008,2026-04-24 19:39:49.260570,LOT-5906,ok,2974.0,441,194.75,29,366,4.959920074612832
SKU-00441,WH-009,2026-04-24 19:39:49.260572,LOT-5068,,2943.0,464,497.51,41,197,5.371709653666408
SKU-00009,WH-010,2026-04-23 19:39:49.260573,LOT-1953,,4573.0,296,360.15,88,358,6.102554953555355
SKU-00226,WH-005,2026-04-24 19:39:49.260576,LOT-4829,,3175.0,404,73.15,12,344,5.490644145715965
SKU-00421,WH-003,2026-04-23 19:39:49.260578,LOT-8456,ok,2218.0,225,720.65,66,184,5.465985088416476
SKU-00092,WH-010,2026-04-23 19:39:49.260580,LOT-4638,,4303.0,274,185.24,47,339,4.476942327568527
SKU-00111,WH-006,2026-04-24 19:39:49.260581,,,3255.0,178,11.29,38,234,3.8035355987858512
SKU-00354,WH-001,2026-04-23 19:39:49.260582,,ok,1802.0,407,468.04,43,490,6.954686286964323
SKU-00009,WH-018,2026-04-23 19:39:49.260584,LOT-8239,,166.0,25,662.93,45,58,4.996654933661036
SKU-00476,WH-010,2026-04-24 19:39:49.260585,,ok,3644.0,279,396.74,41,348,3.3422741064484534
SKU-00472,WH-002,2026-04-24 19:39:49.260587,LOT-3991,ok,3943.0,153,680.33,53,422,4.406584279926724
SKU-00479,WH-008,2026-04-23 19:39:49.260588,,,1726.0,363,63.55,71,118,4.080565639253202
SKU-00390,WH-003,2026-04-22 19:39:49.260590,,ok,3003.0,263,231.78,49,489,5.493129905598323
SKU-00498,WH-020,2026-04-23 19:39:49.260591,LOT-8846,ok,,318,515.2,34,315,4.124106386598136
SKU-00488,WH-010,2026-04-23 19:39:49.260592,,,3856.0,361,619.65,28,304,2.650738535336669
SKU-00127,WH-018,2026-04-23 19:39:49.260594,LOT-9768,,4657.0,97,67.32,68,124,5.202386630105364
SKU-00078,WH-007,2026-04-22 19:39:49.260596,LOT-2187,,2979.0,388,491.47,7,318,3.8594610519114507
SKU-00419,WH-020,2026-04-22 19:39:49.260597,LOT-7415,,1680.0,108,616.85,70,119,1.7318337805427348
SKU-00228,WH-019,2026-04-23 19:39:49.260598,LOT-5738,,2266.0,317,105.63,16,231,5.587474827153607
SKU-00026,WH-014,2026-04-24 19:39:49.260600,,,2476.0,360,122.32,33,467,2.925252357420442
SKU-00224,WH-009,2026-04-23 19:39:49.260601,LOT-8777,,919.0,56,408.49,81,155,3.313206738765742
SKU-00008,WH-020,2026-04-22 19:39:49.260603,,,1242.0,140,348.91,29,130,4.596266059919488
SKU-00289,WH-012,2026-04-23 19:39:49.260604,LOT-5053,ok,1017.0,104,343.12,27,52,4.668317082242882
SKU-00337,WH-004,2026-04-23 19:39:49.260606,LOT-6729,,2613.0,446,694.68,2,264,3.848593040911815
SKU-00025,WH-002,2026-04-22 19:39:49.260607,LOT-8382,,2144.0,164,57.12,89,380,4.938169189672893
SKU-00060,WH-011,2026-04-24 19:39:49.260609,,,2587.0,266,589.91,70,458,5.505601080946451
SKU-00453,WH-005,2026-04-24 19:39:49.260610,LOT-5908,,384.0,206,655.31,28,97,3.3953708332005554
SKU-00195,WH-015,2026-04-24 19:39:49.260611,LOT-4315,,4060.0,69,310.63,66,323,4.58681207108233
SKU-00026,WH-011,2026-04-22 19:39:49.260613,LOT-4433,,4414.0,90,555.72,77,122,4.656428322513039
SKU-00007,WH-010,2026-04-22 19:39:49.260614,LOT-2097,,3907.0,383,471.58,14,256,5.935483420235779
SKU-00200,WH-006,2026-04-22 19:39:49.260616,LOT-8360,,3478.0,187,215.59,4,168,4.753028015386889
SKU-00044,WH-005,2026-04-24 19:39:49.260617,LOT-3396,,2071.0,374,411.97,14,200,2.285265049670133
SKU-00068,WH-005,2026-04-22 19:39:49.260619,,ok,592.0,407,50.98,41,283,7.265894592578328
SKU-00105,WH-014,2026-04-24 19:39:49.260620,,,858.0,325,648.68,69,106,4.626303613226554
SKU-00352,WH-016,2026-04-22 19:39:49.260622,LOT-9748,,1616.0,85,49.46,42,442,4.7979320386449205
SKU-00278,WH-020,2026-04-23 19:39:49.260623,LOT-7204,ok,1266.0,454,236.58,12,436,4.362065140672806
SKU-00388,WH-014,2026-04-24 19:39:49.260624,,,1609.0,302,330.56,20,165,4.816978659929568
SKU-00166,WH-011,2026-04-23 19:39:49.260626,LOT-4387,ok,2510.0,373,402.11,71,411,4.999757928522664
SKU-00040,WH-014,2026-04-22 19:39:49.260628,LOT-9362,,2144.0,464,428.73,72,343,5.4156335110310385
SKU-00282,WH-005,2026-04-23 19:39:49.260629,LOT-4805,,4849.0,386,484.76,20,463,4.302260233398119
SKU-00484,WH-018,2026-04-22 19:39:49.260631,,,533.0,235,733.79,19,390,1.6205193113110803
SKU-00325,WH-001,2026-04-24 19:39:49.260632,LOT-4351,ok,3394.0,252,384.66,43,398,3.9585426567594553
SKU-00123,WH-019,2026-04-22 19:39:49.260633,LOT-1811,,1099.0,13,523.65,7,279,4.227366621109217
SKU-00002,WH-003,2026-04-23 19:39:49.260635,LOT-9325,,1338.0,382,75.91,17,270,3.6585466119720675
SKU-00041,WH-019,2026-04-23 19:39:49.260636,LOT-2369,,,114,674.05,58,152,3.17929383502316
SKU-00424,WH-016,2026-04-22 19:39:49.260638,LOT-4470,,4962.0,213,273.64,23,137,3.9055250771209016
SKU-00146,WH-009,2026-04-24 19:39:49.260639,,,4791.0,246,474.81,71,290,5.507945667251826
SKU-00029,WH-010,2026-04-22 19:39:49.260641,LOT-4180,,4177.0,224,784.74,52,446,4.8579410989618435
SKU-00170,WH-006,2026-04-24 19:39:49.260642,LOT-4885,,261.0,476,607.24,31,275,2.855540055715252
SKU-00437,WH-005,2026-04-22 19:39:49.260643,,ok,2214.0,300,327.15,76,141,2.3757049278059195
SKU-00212,WH-007,2026-04-22 19:39:49.260645,,ok,4056.0,419,363.87,41,313,2.3596316873592946
SKU-00489,WH-018,2026-04-23 19:39:49.260647,LOT-2321,,3420.0,378,120.83,53,260,4.769424912720057
SKU-00252,WH-006,2026-04-24 19:39:49.260648,,ok,1811.0,331,506.92,46,161,2.666321028164763
SKU-00452,WH-009,2026-04-24 19:39:49.260649,LOT-8547,ok,575.0,45,444.53,19,346,4.370037954652747
SKU-00101,WH-014,2026-04-24 19:39:49.260651,LOT-7266,ok,2388.0,77,476.29,29,203,5.255445464513288
SKU-00272,WH-016,2026-04-24 19:39:49.260652,,,4914.0,242,217.72,50,431,4.946987927988369
SKU-00239,WH-007,2026-04-23 19:39:49.260653,LOT-5181,ok,1463.0,417,569.76,2,414,4.054967602101609
SKU-00385,WH-017,2026-04-22 19:39:49.260655,LOT-8284,ok,,6,242.32,16,429,6.335884841359389
SKU-00068,WH-004,2026-04-22 19:39:49.260657,LOT-6179,,4070.0,417,360.45,3,465,3.735612330303684
SKU-00087,WH-015,2026-04-22 19:39:49.260658,LOT-7137,,4263.0,250,123.68,46,214,4.628650682024736
SKU-00112,WH-003,2026-04-22 19:39:49.260659,LOT-1356,,3983.0,273,573.49,31,381,4.006072045847281
SKU-00469,WH-020,2026-04-23 19:39:49.260661,,,,216,144.74,20,104,4.229075013867032
SKU-00449,WH-002,2026-04-24 19:39:49.260663,LOT-8427,,2339.0,239,471.89,87,376,5.451416371393339
SKU-00012,WH-018,2026-04-23 19:39:49.260664,LOT-7848,,3742.0,30,661.2,70,270,5.241932080987865
SKU-00211,WH-016,2026-04-22 19:39:49.260666,,,365.0,220,474.01,47,207,2.2869998830111284
SKU-00276,WH-003,2026-04-23 19:39:49.260667,LOT-4984,,1646.0,177,485.92,76,442,3.2308940731816165
SKU-00446,WH-016,2026-04-24 19:39:49.260669,,ok,418.0,209,704.44,1,213,5.457417172173267
SKU-00231,WH-007,2026-04-23 19:39:49.260670,LOT-4249,ok,2544.0,141,797.86,56,180,2.8928900037414182
SKU-00386,WH-020,2026-04-22 19:39:49.260672,LOT-1185,,4601.0,287,160.05,88,340,3.2458062898960396
SKU-00399,WH-020,2026-04-23 19:39:49.260673,LOT-5630,,2979.0,446,383.7,36,292,4.876917284056802
SKU-00257,WH-019,2026-04-23 19:39:49.260675,LOT-1121,,212.0,44,293.19,86,402,5.6299407487971855
SKU-00373,WH-014,2026-04-23 19:39:49.260676,LOT-4558,,2064.0,219,60.48,75,121,5.479179351063294
SKU-00036,WH-018,2026-04-23 19:39:49.260678,LOT-6240,ok,2947.0,125,296.66,68,496,2.5300673037205557
SKU-00166,WH-009,2026-04-24 19:39:49.260679,LOT-9308,,2328.0,43,561.11,33,384,4.137090575587577
SKU-00427,WH-002,2026-04-24 19:39:49.260681,LOT-5531,,2292.0,380,681.89,45,201,4.006541597582002
SKU-00082,WH-018,2026-04-24 19:39:49.260682,LOT-6648,,4878.0,200,658.74,32,323,3.7422998690447677
SKU-00256,WH-001,2026-04-22 19:39:49.260684,,ok,1002.0,262,21.06,60,51,2.5729072837076794
SKU-00398,WH-013,2026-04-24 19:39:49.260685,,,2267.0,321,319.03,12,382,6.104231374220231
SKU-00258,WH-011,2026-04-22 19:39:49.260686,LOT-4512,,1870.0,98,759.15,66,72,4.325845864392558
SKU-00489,WH-008,2026-04-22 19:39:49.260688,,,802.0,458,444.91,78,180,3.2913017760577112
SKU-00427,WH-015,2026-04-22 19:39:49.260689,LOT-6590,,4961.0,448,784.26,58,411,4.8935155125064655
SKU-00049,WH-006,2026-04-22 19:39:49.260691,,,2432.0,436,278.64,13,354,4.259205766906879
SKU-00265,WH-019,2026-04-22 19:39:49.260692,,,2477.0,139,322.87,2,289,5.46922596529393
SKU-00367,WH-018,2026-04-22 19:39:49.260694,LOT-2497,,4525.0,219,367.22,85,126,3.8733354181408006
SKU-00375,WH-019,2026-04-23 19:39:49.260695,LOT-7819,,1382.0,135,683.17,31,389,3.941084362090164
SKU-00258,WH-017,2026-04-22 19:39:49.260697,LOT-9048,ok,1263.0,316,235.59,66,238,4.496145614113321
SKU-00201,WH-017,2026-04-23 19:39:49.260698,LOT-7028,,4346.0,147,352.67,57,344,5.29328400079102
SKU-00156,WH-019,2026-04-24 19:39:49.260700,,,1526.0,483,629.55,75,428,3.2913745738646147
SKU-00178,WH-019,2026-04-23 19:39:49.260701,LOT-5979,ok,2151.0,123,267.89,17,497,2.7889489340107563
SKU-00008,WH-016,2026-04-24 19:39:49.260703,LOT-5369,,1347.0,74,329.18,44,280,5.082861751914119
SKU-00430,WH-016,2026-04-24 19:39:49.260704,,ok,1361.0,244,705.06,44,323,4.808812333901407
SKU-00363,WH-004,2026-04-24 19:39:49.260705,LOT-7940,,1859.0,441,285.08,23,454,4.533176168066316
SKU-00144,WH-004,2026-04-22 19:39:49.260707,LOT-9944,,1306.0,14,440.02,84,255,4.572220689906481
SKU-00067,WH-008,2026-04-24 19:39:49.260708,LOT-3674,,2362.0,423,58.81,44,417,4.50971077619
SKU-00262,WH-008,2026-04-23 19:39:49.260710,LOT-1651,,4058.0,406,760.82,74,386,6.093185265333642
SKU-00426,WH-007,2026-04-22 19:39:49.260711,LOT-8774,ok,1673.0,457,531.21,72,287,4.725349157271564
SKU-00498,WH-006,2026-04-22 19:39:49.260713,LOT-3526,,1372.0,277,770.44,31,487,4.240890594622874
SKU-00133,WH-006,2026-04-24 19:39:49.260714,LOT-8514,ok,932.0,483,650.62,42,203,3.2309693326055404
SKU-00220,WH-012,2026-04-22 19:39:49.260715,LOT-1732,ok,2136.0,201,611.93,34,480,4.0141409066260945
SKU-00297,WH-016,2026-04-22 19:39:49.260717,LOT-2990,,1698.0,82,112.42,25,386,5.141825360085888
SKU-00298,WH-017,2026-04-22 19:39:49.260719,LOT-6194,,1994.0,9,391.85,10,303,5.366212295732666
SKU-00143,WH-003,2026-04-23 19:39:49.260720,LOT-3364,ok,2075.0,280,17.19,50,387,2.721821881087031
SKU-00408,WH-011,2026-04-23 19:39:49.260721,LOT-9146,ok,2832.0,28,451.44,16,174,5.5404701329395
SKU-00352,WH-010,2026-04-24 19:39:49.260723,,ok,2447.0,82,765.78,3,283,4.331928128455689
SKU-00416,WH-016,2026-04-24 19:39:49.260724,LOT-7231,ok,974.0,480,312.15,25,373,7.300502376505619
SKU-00059,WH-018,2026-04-22 19:39:49.260726,LOT-5059,,3276.0,135,281.64,67,111,5.937169835242446
SKU-00338,WH-007,2026-04-22 19:39:49.260727,,,2825.0,84,232.28,26,495,4.25478344725963
SKU-00172,WH-016,2026-04-22 19:39:49.260729,LOT-7245,,3694.0,397,462.41,60,193,3.070017998487348
SKU-00382,WH-012,2026-04-23 19:39:49.260730,LOT-9847,ok,3969.0,157,724.17,86,385,3.2314219101145207
SKU-00255,WH-006,2026-04-23 19:39:49.260732,LOT-3199,ok,4129.0,439,473.03,20,265,3.8248925302588423
SKU-00260,WH-012,2026-04-24 19:39:49.260733,LOT-8378,,3605.0,140,604.44,87,440,6.619679120963287
SKU-00293,WH-001,2026-04-24 19:39:49.260735,LOT-7062,,1254.0,228,297.71,20,474,4.090519900024408
SKU-00111,WH-002,2026-04-24 19:39:49.260736,LOT-5980,,572.0,15,299.35,62,99,4.719747358724764
SKU-00290,WH-009,2026-04-23 19:39:49.260737,LOT-7202,,3076.0,373,193.45,69,398,4.286074893988417
SKU-00441,WH-020,2026-04-24 19:39:49.260739,,,906.0,452,81.95,12,306,4.221966103702211
SKU-00040,WH-012,2026-04-23 19:39:49.260740,LOT-4770,ok,919.0,102,669.31,27,399,3.9535132155904007
SKU-00084,WH-014,2026-04-22 19:39:49.260742,LOT-5335,,3316.0,332,582.89,41,453,6.209593337113263
SKU-00017,WH-018,2026-04-22 19:39:49.260744,LOT-8767,,3100.0,226,109.45,51,141,5.492057756340332
